Bwd Packet Length Max,Min Packet Length,Bwd Packet Length Min,Flow Duration,Flow IAT Mean,URG Flag Count,min_seg_size_forward,Init_Win_bytes_backward,Fwd Packet Length Mean,Fwd Packet Length Max,Down/Up Ratio,Total Length of Fwd Packets,Fwd Packets/s,Bwd Packets/s,Bwd Header Length,Fwd IAT Min,Fwd Header Length,Init_Win_bytes_forward,Flow IAT Min,Labelb
2.910324269394605,-0.7149873357085289,-0.5998106464603997,1.959619561909228,1.1617429018961023,-0.3217403353926736,-0.9193083699788552,-0.2074176268396383,-0.277266598253433,-0.2622265390939044,-1.0110849651261204,-0.0876483613553299,-0.2581672133204834,-0.1796578957890603,-0.5254853732436817,-0.1181972338891538,0.0240831652102067,-0.473711433402757,-0.052884769361768,1.0
-0.842004519314344,-0.7149873357085289,-0.5998106464603997,-0.4395067323645898,-0.2977800133938451,-0.3217403353926736,0.9036570048905862,-0.234218601059079,-0.3149391984172782,-0.290636106343291,-1.0110849651261204,-0.8374034250607784,-0.2498490488740691,-0.1796594150562375,-0.1178915946849128,-0.1180910633624984,-0.5890725743933022,-0.4740608127798797,-0.0524993458903196,0.0
-1.1019180806646802,1.2167268475025326,0.9304623659401772,-0.4395306828908932,-0.2979953084885301,-0.3217403353926736,0.9036570048905862,-0.234218601059079,-0.0743206554391799,-0.2767612111581091,0.4539607404984423,-0.0830055507341868,-0.2092102926429777,0.1177343156560926,-0.0684889911895444,-0.1182048756058614,-0.0664396953876759,-0.4916695333868642,-0.0528851679051462,0.0
2.0274295721426583,-0.7149873357085289,-0.5998106464603997,2.500174734773737,1.617791934687752,-0.3217403353926736,-0.9193083699788552,-0.2067184709904354,0.3059085755447731,0.1793848920549793,0.4539607404984423,0.0246914430951223,-0.2581674154432666,-0.1796576601922088,1.7897992232327091,-0.1180763951080679,0.0275719937409287,-0.4915996575114396,-0.0528728086769658,0.0
-0.6223226334332426,-0.7149873357085289,-0.570662589081341,1.3609830341279143,0.229461679713698,-0.3217403353926736,-0.9193083699788552,3.391021003032314,0.0733316322973803,-1.9964825547804326,0.4539607404984423,0.0787785424487241,-0.258166730383858,-0.1796537467552789,0.1013324583257846,-0.1181590253056159,0.0948041500523025,0.0808235139664023,-0.0528779941243385,0.0
-0.7727493063622703,-0.7149873357085289,-0.5998106464603997,-0.0832894907006984,-0.0967350503212765,-0.3217403353926736,-0.9193083699788552,-0.2212842178488271,-0.0469776391916687,-5.554391202471399,-1.0110849651261204,-0.028720380394667,-0.2581649685703588,-0.1796450908551228,-0.0005604113834127,-0.1181930015537465,0.0099389682417875,0.0808235139664023,-0.052860059672319,0.0
5.83782716336631,-0.7149873357085289,-0.5998106464603997,2.467016945224732,1.617838535275805,-0.3217403353926736,0.9036570048905862,-0.2067184709904354,-0.1265625458943099,0.1497441005102216,-1.0110849651261204,-0.0433590788156014,-0.2581672919092376,-0.1796584118162319,1.7226149515084064,-0.1182051107356062,0.0976329894459864,-0.4725404094989299,-0.0528859649919027,0.0
-2.899804987415063,0.6020905164808311,1.3239611405574685,-0.4377210830836298,-0.2932241358930506,-0.3217403353926736,0.9036570048905862,-0.234218601059079,-0.1508811009322112,-1.2875979065498002,0.4539607404984423,-0.0880055006338794,-0.2580353874558981,-0.1788558982871337,-0.0684889911895444,-0.118204758040989,-0.0664396953876759,-0.4916695333868642,-0.0528859649919027,0.0
0.7186859373188852,-0.7149873357085289,-0.5998106464603997,2.056966272309173,1.497151296001228,-0.3217403353926736,0.9036570048905862,-0.2067184709904354,-0.0168989039226251,0.1738625272389535,0.4539607404984423,-0.0403271292452208,-0.2581673750843127,-0.1796576630169175,-0.8050721821610997,-0.1182050976525281,0.0297408439975744,-0.4724536676451153,-0.0528859206404391,0.0
2.0120206536761316,-0.7149873357085289,-0.5998106464603997,2.526988012888784,1.2662930037780744,-0.3217403353926736,0.9036570048905862,-0.2067184709904354,0.1223773273855931,0.2773321975465388,-1.0110849651261204,0.0440799550269838,-0.2581672589679177,-0.1796579406201067,-1.6225212143115575,-0.118205113351466,0.120263704595457,-0.4740608127798797,-0.0528859738596331,1.0
